,cause,cluster,dist,frequency,beta,p_value,tsne_x,tsne_y,"type: sci, news, expanded",new cluster after granger test
1467,port,0,6.37613,6750495,6.6472,0.3541858138,60.71273041,19.23167992,news,
1468,hepatitis,2,5.4246300000000005,10987,4.9849,0.35425860130000003,-40.54407883,6.991609097,expanded,
1469,aircraft,0,6.63243,240619,9.0202,0.35470998340000004,65.62833405,14.75260925,expanded,
1470,perceivable,2,6.31819,3048,3.7577,0.3550560231,-66.40733337,-27.97086334,news,
1471,hurricane,1,5.84245,52818,3.7911,0.3551804694,-25.88592529,-66.58616638,expanded,
1472,paramilitary,4,5.678999999999999,46465,6.4297,0.35529634060000004,47.13528824,-30.87948227,news,
1473,tornado,1,6.37677,16342,6.1372,0.3553615184,-17.94532585,-68.85884857,news,
1474,inefficiencies,2,5.61334,17165,8.5475,0.3553665581,-18.07909203,-25.53252029,expanded,
1475,pestilence,2,5.36916,7548,9.5711,0.3553707866,-40.22978973,-9.003828049,expanded,
1476,tornadoes,1,6.29977,14207,7.8618,0.3554185586,-18.33177376,-67.96874237,news,
1477,arterial,3,6.89015,11290,9.0082,0.35568358479999995,-12.00155163,-22.40683937,news,
1478,mudslides,1,5.80796,10146,7.0613,0.35582768439999996,-15.62116814,-59.65573502,expanded,
1479,farming,2,5.364330000000001,124637,2.5547,0.3562760199,-27.93335152,34.01346207,expanded,
1480,planes,0,6.51728,152544,3.4559,0.35633496189999997,65.65438843,14.65916538,news,
1481,meningitis,2,5.97372,16707,4.4309,0.35634338460000003,-40.56916809,2.8622491360000004,news,
1482,snowfall,1,5.05886,10789,5.7982,0.3564013087,-37.3489151,-47.91911697,news,
1483,cereals,2,5.9567,17344,2.5996,0.35643906670000003,-23.55963898,47.44121933,news,
1484,tuberculosis,2,5.52338,29537,4.4139,0.3565562894,-40.66136169,6.364827632999999,sci,
1485,high-visibility,2,6.12099,2660,4.7473,0.35692667689999996,-59.71113205,-25.64392281,news,
1486,auxiliary,3,6.69946,18836,5.6183,0.3569290696,59.484817500000005,14.57275391,news,
1487,harvested,2,5.36779,28042,7.9434,0.3570443903,-27.66409302,43.65415192,news,
1488,abundant,2,5.1729400000000005,50106,9.9761,0.3570876422,-18.53807831,32.26856232,news,
1489,behalf,4,5.43849,317367,3.3848,0.3571902291,48.40984726,3.365372419,news,
1490,reportorial,3,6.49204,7629,7.6401,0.3573134371,-63.56009293,-19.14867592,news,
1491,infrastructure,3,5.394819999999999,551416,3.6193,0.3577961189,10.47974777,20.53237724,news,
1492,telecommunication,0,5.9846900000000005,108778,3.0301,0.3579291096,53.71179962,16.08143425,expanded,
1493,torrential,1,5.0949,12925,6.1461,0.3581616584,-25.23901367,-54.82954788,news,
1494,fleet,0,6.12789,75260,7.1392,0.3581820331,64.71116638,16.09527397,news,
1495,swine,1,5.89313,10612,2.6223,0.3582058458,-44.57103729,8.022803307,expanded,
1496,accumulations,1,5.88587,9189,4.3336,0.3583004741,-38.69613647,-49.01450348,news,
1497,tracing,3,5.7491699999999994,29801,5.4959,0.3585425795,16.54064369,7.692401886,news,
1498,alligators,2,5.08471,6805,3.6068,0.3589666421,-58.92479706,39.89297104,news,
1499,cockroaches,2,5.06,6284,4.8523,0.3589869087,-58.28578949,33.06337738,expanded,
1500,rivalries,4,5.1315599999999995,24250,2.7324,0.3590622615,23.74055481,-35.37738419,expanded,
1501,emigration,3,5.89165,14657,3.852,0.3591072806,-22.82897949,16.9140625,expanded,
1502,periods,3,5.24095,61946,9.9044,0.3591992447,-5.42561245,-6.779582024,news,
1503,ticks,2,5.31568,40393,5.2775,0.35944147649999997,-55.08176422,34.1086235,news,
1504,agricultural,3,5.27511,253135,7.4391,0.3595672889,-27.51505852,33.68081665,news,
1505,occurrence,3,5.004630000000001,50696,8.4637,0.35971461880000005,-4.715814114,5.063245773,expanded,
1506,former,4,5.82,1657041,8.5358,0.35972573939999997,32.31969833,-6.17484808,news,
1507,herds,2,5.17908,54307,1.9896,0.3598151683,-40.91142654,35.33255005,news,
1508,squabbling,4,5.05427,8260,2.4316,0.36015504600000003,26.55420303,-35.47191238,news,
1509,pythons,2,5.88882,2982,4.841,0.3603158458,-60.72059631,40.32967377,news,
1510,weevil,2,5.41731,3300,8.4617,0.3604995724,-65.6791687,27.07722664,news,
1511,devastation,1,5.08615,39859,6.8639,0.3605659918,-9.139328957,-43.87203979,news,
1512,enforcement,3,5.0791,209826,2.3362,0.3608128204,55.65423584,-1.445204496,expanded,
1513,justice,3,5.37809,750180,7.899,0.3608143807,55.89739609,-5.149013996,news,
1514,rainfall,1,5.19666,51441,1.5901,0.3611949532,-37.29737854,-45.27794647,expanded,
1515,morakot,1,6.09569,9104,6.3904,0.3615230101,-27.43605614,-76.04013824,news,
1516,fomenting,4,5.16849,13446,3.7812,0.3615854021,19.9816246,-40.68527603,expanded,
1517,migrants,4,6.19362,125647,9.9898,0.3616262636,39.38452148,-5.059319019,news,
1518,interethnic,4,5.28803,4841,4.1065,0.361677233,0.11114259060000001,-33.63872147,news,
1519,mismatching,2,6.24634,6223,7.9079,0.3618978254,-59.63302231,-23.1232605,expanded,
1520,against,4,5.34851,2769349,6.1358,0.3619075565,27.35589981,-8.425300598,expanded,
1521,uncontrolled,3,5.243119999999999,12915,2.8163,0.36198745369999996,-18.68785858,-19.51695061,news,
1522,ostriches,2,5.27122,4140,4.1422,0.3621307221,-56.13469696,40.67963028,news,
1523,prosaic,3,5.735519999999999,9716,6.9515,0.3624347094,-64.33574677,-20.49813271,news,
1524,tsunami,1,5.70921,22916,0.7961,0.3624654557,-10.77212238,-66.26361084,expanded,
1525,glycolytic,2,6.71178,9385,5.8582,0.36246734119999996,-34.42897797,-19.69202042,news,
1526,millimetres,1,6.679060000000001,3433,3.9301,0.3631027261,-42.75382996,-50.39035416,news,
1527,pileup,1,6.579330000000001,2476,4.7171,0.3637570951,-21.87403488,-24.61019325,expanded,
1528,rainstorms,1,5.14341,8394,8.7341,0.3638638218,-29.50419807,-54.83499527,expanded,
1529,troops,4,5.2213400000000005,975119,7.3870000000000005,0.3639119983,50.34628296,-28.95528412,news,
1530,contagious,2,5.1466,21467,1.5611,0.3640298867,-42.41130066,11.3547163,expanded,
1531,measureable,3,6.620310000000001,5869,0.7452,0.36413060070000003,-67.83065796,-27.14388275,expanded,
1532,evaporation,3,5.96709,5011,1.8974,0.3642889502,-25.10886192,-11.54209805,news,
1533,influx,0,5.09215,57701,5.4068,0.36435751479999995,2.625974655,-10.74307823,sci,
1534,deaths,0,5.51464,306193,4.7289,0.364380718,-14.79519749,5.954849243,news,
1535,colder,3,5.45907,6059,4.8483,0.3648229921,-34.66092682,-37.40179443,news,
1536,cholera,1,5.32705,57085,5.2261,0.36491417090000006,-43.656017299999995,2.405088186,news,
1537,cimaron,2,6.90221,1179,4.9294,0.36502302719999996,-34.73868942,-74.97679138,news,
1538,extremists,4,5.16771,112382,6.4392,0.36508884259999996,45.98082733,-34.09780884,news,
1539,lili,3,6.622719999999999,38028,4.0299,0.3654437801,-32.69849777,-70.17648315,news,
1540,diarrheal,2,5.1919,9121,2.5495,0.3656156231,-53.51915359,1.967793465,news,
1541,paralyzing,1,5.515680000000001,4037,4.8784,0.3657078532,-18.44479561,-21.54652786,news,
1542,poppy,2,5.347230000000001,42421,0.5598,0.36621715740000005,-28.540802000000003,41.06773376,sci,
1543,nanmadol,2,6.7170000000000005,9553,4.6859,0.3663173528,-33.76635742,-74.16571045,news,
1544,bountiful,1,5.45247,12752,1.4314,0.3665980703,-19.70565796,34.68146133,news,
1545,wildfire,1,5.24354,13360,2.6121,0.36735619729999996,1.940271735,-52.604599,news,
1546,toraji,2,6.5761899999999995,6983,3.2999,0.3680827068,-32.19526672,-73.69091034,expanded,
1547,landslides,1,5.7866,19081,7.734,0.36815140590000006,-17.10387039,-60.18975449,news,
1548,brownish-red,2,6.53475,6233,9.1518,0.36831346460000003,-58.22682953,-24.89837074,expanded,
1549,army,4,5.499630000000001,953930,6.5676,0.3689728236,51.45887756,-28.15270424,expanded,
1550,drawback,0,5.27426,14865,5.2343,0.3690158748,-26.44209862,-22.05612946,news,
1551,glitch,3,5.99608,13433,4.4807,0.3693877744,-20.92148018,-28.45506668,news,
1552,winters,1,5.41906,6719,4.444,0.3694406308,-33.54041672,-39.36375427,news,
1553,plaguing,4,5.21466,16342,7.8473,0.36959361960000003,3.8580751419999997,-22.90128899,expanded,
1554,insurgent,4,5.4863599999999995,342370,7.3243,0.369683694,47.32687759,-34.17705154,news,
1555,yaks,2,5.1649199999999995,4361,4.013999999999999,0.36986704659999997,-54.90476608,41.26835251,news,
1556,corn,0,5.38185,234457,7.3511,0.37137905340000005,-21.30099869,45.61645889,sci,
1557,transformer,0,6.60935,23725,9.7073,0.3718450596,-22.59796333,-22.74290276,sci,
1558,service,3,5.57394,1987319,3.5380000000000003,0.3719200372,51.88021851,13.3099165,news,
1559,vaccination,1,6.000769999999999,41030,8.7036,0.3719422021,-51.64081192,9.455794334,sci,
1560,incessant,1,5.47044,36437,2.622,0.3722856722,1.5330481530000002,-36.32164001,expanded,
1561,simplifies,3,5.742780000000001,10334,9.8515,0.37253778,-27.96796799,-19.71898651,expanded,
1562,operates,0,5.84605,128009,2.1363,0.37293300490000003,57.382526399999996,16.17825317,expanded,
1563,famines,1,5.4613,13696,2.9897,0.37336006159999996,-41.57947922,-9.278515816,news,
1564,fruits,2,5.26216,51716,0.4364,0.37341592049999994,-26.67860985,48.18410492,news,
1565,blackouts,1,5.31228,8227,4.1969,0.3734177069,-17.63435745,-31.7036705,expanded,
1566,citizens,3,5.29638,623469,7.4653,0.3735169922,40.34573746,-3.722586155,expanded,
1567,attacked,4,5.64757,323866,2.0623,0.3743501608,46.04124069,-27.90190315,expanded,
1568,long-run,0,5.80626,20449,1.9298,0.3743735215,-29.4388752,-19.42596245,news,
1569,fighters,4,5.91931,405385,2.3480000000000003,0.3744708436,48.83865738,-32.29098892,sci,
1570,congestion,3,5.64104,32288,4.1843,0.374559305,-12.10202694,-23.06388855,news,
1571,kalmaegi,1,6.789910000000001,8167,1.2566,0.374698199,-33.02234268,-72.11331940000001,news,
1572,snowmelt,1,5.7271,1285,5.9826,0.37572385049999996,-27.07508659,-43.60113907,news,
1573,copious,0,6.06313,10977,4.3996,0.37616999079999996,-61.53264999,-14.97169304,news,
1574,bushels,0,6.46341,2370,6.2587,0.3767473983,-19.26585388,43.3492012,expanded,
1575,subtropical,3,6.8969,10730,4.0352,0.3769499556,-29.90455437,-37.446403499999995,news,
1576,accidents,1,5.91107,54665,8.0478,0.3769779901,-14.55037403,5.089345932,expanded,
1577,industrialization,3,5.67619,23141,5.8908,0.377025967,-1.863103986,29.65725899,news,
1578,riots,4,5.3990599999999995,99793,3.7602,0.3773991987,19.28979111,-49.5295639,sci,
1579,ranges,3,5.30976,39128,6.2785,0.3774444394,-9.320854187,5.5647778510000006,expanded,
1580,grains,0,5.4664,26145,1.4047,0.3775145795,-22.342582699999998,46.94665146,news,
1581,spookily,0,6.61233,8860,2.7356,0.3775667138,-65.41650391,-22.77193451,expanded,
1582,lightheartedness,2,6.3143400000000005,8282,1.5417,0.3777742233,-60.73149872,-20.61665535,news,
1583,pneumonic,2,6.3514,4172,7.2727,0.3779586138,-46.67728043,-2.20151639,news,
1584,montane,1,6.76653,3586,6.1638,0.3780664357,-29.40177345,-37.28989792,news,
1585,traffic,0,5.38246,330059,0.7837,0.37808475560000004,14.52014065,19.00951004,news,
1586,ministry,3,5.5523,1066600,5.1931,0.3788993008,43.73400497,7.020588397999999,expanded,
1587,militia,4,5.724419999999999,298590,3.2611,0.3791631989,46.18081284,-31.91841316,expanded,
1588,voluminous,3,6.3754,12569,1.5888,0.3791952561,-62.3310585,-15.24662685,expanded,
1589,outages,1,5.54941,20614,5.2966,0.3792817357,-17.87949562,-30.23986244,expanded,
1590,subsistence,2,6.23016,28799,1.3333,0.38050185119999996,-25.63034439,31.19348907,news,
1591,demeanour,3,6.613569999999999,13652,7.7182,0.3805422128,-62.35551834,-17.96078491,expanded,
1592,mammoths,2,5.864240000000001,8820,2.8586,0.3805907682,-57.33989716,42.32399368,news,
1593,cotton,0,5.49989,49902,4.0722,0.3812120939,-20.67276955,47.43432617,expanded,
1594,monthlong,4,5.67143,10380,1.2577,0.3812404586,14.92818451,-28.03692055,news,
1595,haitang,2,6.4236,5776,3.6075,0.3821238839,-32.32086563,-74.95540619,expanded,
1596,unattractiveness,2,6.55938,8051,4.2625,0.38226282380000004,-60.65856171,-22.40405846,news,
1597,sidr,1,7.014010000000001,11251,4.2103,0.38243344009999997,-34.81612778,-76.91242981,expanded,
1598,controllable,2,5.6521300000000005,9686,9.2352,0.3831802032,-26.47264671,-20.76458549,news,
1599,insurgents,4,5.40057,289291,6.7996,0.3832971321,47.17509842,-34.78752899,expanded,
1600,seismicity,1,6.01269,8163,7.0022,0.3833786771,-31.39478874,-17.96104813,news,
1601,disrupts,3,5.65055,12007,6.5859,0.3835694923,-18.87106323,-21.90694046,news,
1602,railway,0,6.88921,107264,9.3366,0.3836864033,56.81151199,21.56434059,expanded,
1603,katrina,1,5.38698,18762,6.5589,0.38397712700000003,-28.68906403,-67.46092987,news,
1604,mismatch,1,5.6634199999999995,12572,1.2694,0.3843048713,-26.18048668,-22.85082054,expanded,
1605,unseasonal,1,5.4665099999999995,2257,3.9784,0.3844165324,-38.70796204,-52.72832108,news,
1606,bananas,2,5.67114,12835,7.5783,0.3844723382,-27.37665558,49.2920723,news,
1607,supplying,0,5.6115699999999995,60646,8.5435,0.38486036659999995,66.9077301,21.34426689,expanded,
1608,infection,2,5.74348,130069,9.0729,0.3849074654,-40.17024612,8.516960144,expanded,
1609,salinity,3,5.72117,10035,8.5056,0.3849397236,-25.89744949,-11.16662025,news,
1610,immigrants,4,5.90376,67227,9.3744,0.3854092492,39.68262863,-4.601949215,expanded,
1611,urbanization,3,5.37464,16086,8.1206,0.3857220005,-2.098156452,28.96810532,expanded,
1612,typhoons,1,5.54344,8067,6.4112,0.38578071909999995,-18.86645126,-65.20876312,news,
1613,aila,1,6.37475,909582,1.5179,0.3862017082,-37.58834839,-72.77911377,news,
1614,1975-90,4,6.49716,7936,5.8202,0.3866077932,30.86548996,-53.36143112,news,
1615,fruit,2,5.798830000000001,160572,6.9635,0.3867715418,-26.68944931,48.41109085,expanded,
1616,glitches,1,5.7390099999999995,5142,0.8138,0.3869681353,-21.44048882,-28.09654427,expanded,
1617,vessel,3,6.40946,108672,4.4339,0.38697651710000003,67.08858489999999,17.41863251,news,
1618,airline,0,5.44373,180723,6.1643,0.38723300619999995,62.60585022,14.11771965,expanded,
1619,routes,3,6.11483,101970,3.875,0.3872819578,58.91271210000001,20.48941422,news,
1620,moisture,3,5.597169999999999,17982,3.0228,0.38773404270000006,-24.75241661,-9.640288352999999,news,
1621,wettest,1,6.20175,8781,2.1297,0.3877614234,-41.0579071,-46.91812897,news,
1622,mixup,1,6.1319,6932,7.9797,0.3878458123,-25.18017578,-23.94604683,news,
1623,compressibility,2,6.48027,3778,1.574,0.3885704982,-29.91802025,-17.95873642,expanded,
1624,khela,2,6.603689999999999,2919,9.6411,0.3887545147,-64.52594757,-28.73700714,news,
1625,respiratory,1,5.89685,24571,1.4446,0.3891599133,-38.18910599,7.866993427000001,news,
1626,personnel,4,5.82461,410949,1.0047,0.38933747979999994,56.85790253,-26.4405365,news,
1627,slaughtered,2,5.69894,33013,4.7843,0.3894688799,-42.17449951,31.55463982,expanded,
1628,ului,3,6.9879,10358,6.9421,0.3895238496,-36.32895279,-73.78598785,expanded,
1629,sugar,0,5.53057,119882,6.1231,0.38992998689999997,-22.47625542,49.77941895,expanded,
1630,replication,2,6.72014,6285,5.4011,0.38996610299999995,-35.76670074,-18.976329800000002,expanded,
1631,hub,0,5.69712,153010,1.3815,0.3901218889,56.98425293,17.75020218,expanded,
1632,typhoon,1,6.068169999999999,12641,4.7184,0.3903984282,-29.08442116,-74.20492554,news,
1633,ship,0,6.40156,2383599,6.0877,0.3904929175,66.96856689,17.03235817,news,
1634,unawareness,1,6.61388,5581,0.2664,0.3906418338,-61.52824783,-21.70434952,news,
1635,intermarriage,0,5.9440599999999995,5987,7.5827,0.391399855,-21.47858429,17.01437378,news,
1636,roamed,2,5.7718300000000005,13827,3.0415,0.3919632704,-64.82180023,37.32530212,news,
1637,ike,1,6.0301599999999995,3129831,3.3203,0.3920389143,-30.72177887,-69.05836487,news,
1638,passenger,0,5.65447,199276,3.6334,0.3925875248,61.21014786,22.7624855,news,
1639,inundated,1,5.9061,17440,0.2037,0.39297812049999997,-17.74033737,-51.00834656,news,
1640,headstream,1,6.7686,4173,4.1098,0.39332957799999996,-37.41761017,-23.3120575,news,
1641,luxuriant,2,5.98555,4365,8.8267,0.3935789328,-53.55555725,-21.72403908,news,
1642,communicable,2,5.53664,18717,0.9079,0.39368401119999996,-51.64015579,0.5831253529,expanded,
1643,vehicles,0,5.64232,332272,3.8618,0.3936897718,62.76129532,26.05278397,news,
1644,repatriation,4,5.677630000000001,49935,5.9823,0.39394459,19.4269371,2.89712739,news,
1645,snags,1,5.54332,5636,5.1708,0.39405000869999995,-23.21473122,-26.17086792,expanded,
1646,overloading,2,6.49938,9083,4.7167,0.394335709,-20.80545044,-20.95155334,expanded,
1647,minutely,3,6.30847,6242,8.6705,0.394430577,-66.53070831,-20.03423309,expanded,
1648,freight,0,5.9000699999999995,44934,4.9275,0.39484900450000004,61.88017273,21.31321144,news,
1649,vividness,3,6.2222800000000005,10138,6.885,0.3951435213,-59.79541016,-20.01989746,news,
1650,humid,3,5.63531,14922,5.4791,0.3955449698,-32.12902451,-37.41717529,news,
1651,dams,1,5.8517,83593,4.448,0.39725678700000006,-12.36569881,-53.91909789999999,news,
1652,undramatic,2,5.87091,9847,8.3586,0.39745732549999996,-64.08783722,-26.96347618,news,
1653,exponential,0,6.051069999999999,70160,6.6988,0.39756009600000003,-27.69254875,-17.07349396,news,
1654,corroborating,4,7.26813,14565,8.6628,0.3975919606,-71.67462921,-26.11463547,sci,
1655,carrier,0,5.7961,109244,0.7548,0.3977962721,63.45096207,14.88425827,expanded,
1656,soybeans,0,5.758719999999999,10216,0.8874,0.3979674291,-20.57937241,44.61952972,news,
1657,tankers,0,6.84645,32839,8.9769,0.398013109,65.21326447,19.14356422,expanded,
1658,tremor,3,6.556760000000001,11107,1.6513,0.3980602318,-6.838400364,-65.85585785,news,
1659,shield/desert,1,6.79949,9725,8.1767,0.39839337259999996,-34.45544052,-56.08143234,expanded,
1660,salmon,1,5.99434,8789,1.8926,0.3985055374,-36.06587982,46.13352966,news,
1661,pulsation,1,6.44998,2701,3.0125,0.39864618119999995,-31.97552109,-18.81756973,news,
1662,militiamen,4,6.05155,38733,0.4203,0.3987249184,46.755866999999995,-32.6975441,news,
1663,luzon,4,6.727,9585,5.189,0.3989527847,-13.68499184,-67.68462372,expanded,
1664,strait,3,5.78874,28387,4.1856,0.39901991649999996,31.27904701,2.6701402659999998,news,
1665,criticial,3,6.71161,7990,7.9017,0.3991163488,-66.74029541,-21.54087257,news,
1666,pitiable,2,6.29711,8678,3.8147,0.3992353832,-66.97639465,-23.88619804,news,
1667,lupit,2,6.4818,9161,6.6621,0.4004991735,-34.59264374,-73.96408081,news,
1668,1975-1990,4,6.294,2513,9.8465,0.4009885587,30.86435509,-53.36220932,news,
1669,low-quality,2,5.80432,10220,7.6011,0.4013558423,-60.97166824,-26.72042465,news,
1670,insufficent,2,7.21893,9650,1.1125,0.4015344139,-69.90746307,-26.96297455,expanded,
1671,whitened,2,6.25167,8343,4.6143,0.4023666878,-56.92900085,-26.57197189,expanded,
1672,airports,3,6.28956,75710,1.1121,0.40312844880000004,60.46535110000001,17.32863426,expanded,
1673,resettlement,4,5.9341,37470,9.4754,0.4034939018,19.44027138,2.850328922,news,
1674,edenic,1,6.27108,2078,6.779,0.40410101439999996,-60.43729401,-30.11688995,expanded,
1675,viral,2,5.88,71145,9.1655,0.4041315505,-46.86738586,14.29462147,news,
1676,borki,4,6.90698,3725,1.3159999999999998,0.4045117996,-33.73711777,-23.40072823,expanded,
1677,mudflows,2,5.77037,3677,2.146,0.4046535531,-15.75965881,-61.67417145,news,
1678,pandemic,3,5.89956,108696,4.8372,0.4050312602,-47.56669617,8.169110298,news,
1679,well-researched,2,6.66228,4352,7.8182,0.4052003815,-65.62185669,-20.41235542,news,
1680,usda,3,5.805,20765,3.3136,0.405560286,-20.62547874,42.31072617,expanded,
1681,passengers,0,6.3676900000000005,149700,8.7776,0.4060164559,61.88423538,23.286129000000003,news,
1682,ships,0,6.65508,424389,4.1199,0.4060473617,66.07121277,17.06488609,news,
1683,millimeters,0,6.65575,9246,4.1639,0.40666863719999996,-42.72914886,-50.37404251,news,
1684,apparitional,2,6.6581600000000005,1771,0.5664,0.4067156263,-62.43100739,-21.39746666,expanded,
1685,nari,1,6.819789999999999,276476,0.0726,0.4067508773,-34.62669373,-71.85877991,sci,
1686,gusts,0,6.66437,6771,4.8186,0.4067987329,-28.07275963,-62.37617493,expanded,
1687,gastroenteritis,2,5.91067,5295,2.9095,0.4073463783,-39.93531036,1.4268839359999999,expanded,
1688,unseasonally,1,6.9592,4210,9.1207,0.40741676740000005,-39.25639343,-52.85272217,news,
1689,typhus,2,5.6923,6932,7.1904,0.4083277683,-50.63829041,4.157149315,news,
1690,h1n1,1,6.45881,7726,6.2078,0.40900210579999996,-44.27991104,8.619242668,news,
1691,ebola,1,6.42212,109120,6.7191,0.4093783824,-41.93776703,2.361524582,news,
1692,heta,1,6.678669999999999,16360,7.0792,0.4094842304,-36.83615494,-73.17053223,news,
1693,flights,3,6.442159999999999,126968,8.57,0.40957685299999996,61.18449783,16.34726524,news,
1694,virus,2,5.81273,220648,5.1981,0.40979290939999996,-44.69958496,10.583745,expanded,
1695,flooded,1,5.88975,42669,1.7824,0.4106087308,-16.875234600000002,-51.03717422,news,
1696,aftershocks,3,6.87528,12398,1.8535,0.4108213881,-6.465208054,-64.33426666,expanded,
1697,jma,3,6.95384,11203,6.205,0.4113983352,-23.10659599,-72.52970886,sci,
1698,subarctic,3,5.8909400000000005,8038,5.4593,0.4117244357,-32.06671524,-34.75792313,news,
1699,soybean,0,5.96505,14538,3.2508,0.41179938829999996,-20.51690483,44.15182495,news,
1700,winds,3,5.97123,68241,4.4701,0.4118880216,-27.09323883,-62.38150787,news,
1701,migratory,2,5.786630000000001,7812,6.3044,0.41253825299999997,-34.04685211,25.77134705,news,
1702,tons,0,6.01964,180434,7.256,0.41305561729999996,-7.928342819,40.38191605,news,
1703,barest,3,7.0028,13909,8.7229,0.4131428259,-59.22621155,-18.12003326,expanded,
1704,coastlines,1,5.80835,2963,4.519,0.41317200579999996,-11.58518505,-48.85526657,expanded,
1705,pumpkin,2,6.18444,13310,6.4735,0.413600994,-29.85773468,49.46244812,expanded,
1706,uncontaminated,2,5.90227,9636,8.8498,0.414167469,-59.26029205,-27.94538879,news,
1707,histopathologic,3,6.830710000000001,6824,7.8134,0.4142479871,-63.36190796,-22.47193336,expanded,
1708,phantosmia,2,5.8901900000000005,2775,8.9444,0.41487631420000004,-61.67927551,-22.79033661,expanded,
1709,mindulle,1,6.76404,2864,6.5527,0.4162902279,-33.9929657,-73.17081451,news,
1710,nargis,1,6.3963,8086,1.3498,0.4165160781,-26.55550766,-74.51789856,news,
1711,gentrification,3,6.1576699999999995,5963,8.5075,0.4166700506,-32.26846313,-14.10842896,expanded,
1712,limbic,2,6.9439,7453,2.8151,0.41710803329999996,-23.72972679,-19.80373001,news,
1713,dissipating,3,5.96938,9087,3.0817,0.4180941243,-21.8909359,-42.51986313,news,
1714,showers,1,6.0074,18747,0.2266,0.4182969565,-30.28657722,-59.52032089,news,
1715,summery,3,6.40894,8384,6.4793,0.41841489509999996,-55.85374069,-18.5202198,news,
1716,pitiful,1,5.96561,12180,0.4529,0.41857650479999997,-67.22790527,-23.75584984,expanded,
1717,ferry,0,6.45904,44245,7.984,0.4189706873,60.34106827,21.42577934,expanded,
1718,waterbirds,2,6.54544,1453,8.3617,0.4190613286,-33.86416626,25.19440651,news,
1719,dried,2,6.01858,35834,1.8459,0.42000718909999996,-26.58355141,50.88285065,news,
1720,remoteness,3,6.19195,6129,0.8545,0.4200559875,-54.15307999,-28.94935799,news,
1721,quotidian,3,6.11373,4165,0.5202,0.42195056810000003,-63.71577072,-20.65818405,news,
1722,8.0-magnitude,1,7.51421,7551,7.4612,0.4228402792,-8.710992812999999,-69.27783203,news,
1723,suprises,1,6.75196,2336,8.9296,0.42353039229999995,-67.80593109,-26.21492386,sci,
1724,bus,0,6.3926300000000005,2453343,2.2129,0.4251974511,60.11584473,23.53295135,sci,
1725,hiv/aids,3,6.127730000000001,85940,7.8139,0.4252471513,-34.237930299999995,6.6969547270000005,news,
1726,adornment,2,6.1893199999999995,5308,6.9414,0.4258442389,-58.20257568,-22.03165627,expanded,
1727,nhc,3,6.18269,69966,8.5201,0.4262236352,-23.53896141,-71.52574158,news,
1728,pathway,3,6.3579099999999995,26257,6.5237,0.42630421090000004,-34.98681641,-19.49415588,news,
1729,mugshot,2,7.116860000000001,3214,3.3289,0.42679874450000005,-63.02108002,-22.98091698,expanded,
1730,isentropic,3,6.94235,8165,1.9811,0.42748420060000003,-31.12458992,-21.31173706,news,
1731,diarrhoea,2,6.1484,25638,8.854,0.4278398707,-39.27890778,0.5664107203000001,expanded,
1732,underclothes,2,6.9381,1816,6.7581,0.4291425397,-57.91646576,-23.50875854,news,
1733,coldest,1,6.30805,10609,4.5596,0.4310586944,-41.02834702,-46.91913986,news,
1734,blood-soaked,2,6.26785,7957,5.3351,0.43150805329999997,-59.25317764,-24.4922905,expanded,
1735,wilma,3,6.30696,12274,1.0712,0.4316587541,-31.47502708,-70.14324188,news,
1736,unsuitability,1,6.753080000000001,5412,5.8896,0.4322509321,-59.99087524,-22.08118057,expanded,
1737,ferrimagnetic,2,6.98885,3775,0.8941,0.4324620081,-60.87101364,-28.37831688,expanded,
1738,quake,1,6.32329,117841,0.7177,0.4332157311,-8.349646567999999,-67.08628845,news,
1739,holder,1,6.42428,1541,7.2621,0.4332425589,-29.17832756,-25.08353996,expanded,
1740,commuter,0,6.75858,39261,9.1811,0.43349373799999996,58.91226578,22.32295227,news,
1741,fleets,0,6.1279699999999995,9585,0.1215,0.4335790932,64.50056458,16.75406265,sci,
1742,driveshaft,4,6.781339999999999,2195,9.0885,0.4337986017,-24.39975548,-23.04046059,news,
1743,cursory,3,6.562939999999999,10568,4.3843,0.4355000042,-65.86173248,-17.53427124,expanded,
1744,cast-off,2,6.197769999999999,9303,8.5697,0.4357548304,-59.13031387,-23.90647125,expanded,
1745,landfall,1,6.43656,9846,7.3717,0.4367973898,-25.44797897,-69.0867691,news,
1746,chewiness,2,6.47083,1122,3.0122,0.4371619629,-61.66659546,-23.68827629,news,
1747,grapes,2,6.43648,7489,5.3059,0.4373954989,-30.95798111,44.52849197,expanded,
1748,avalanches,1,6.2226,4917,0.7335,0.4378467022,-17.06754112,-62.00116729999999,news,
1749,mother-to-child,2,7.6063,11622,3.4184,0.4384176862,-20.79196167,-19.31601715,news,
1750,crispness,3,6.26056,2186,8.4144,0.43933350229999996,-57.63275909,-19.48076057,news,
1751,gafilo,3,7.34905,6864,9.0251,0.4396029992,-35.99657059,-75.58107758,news,
1752,sub-par,0,6.644760000000001,4533,8.4774,0.4402491404,-62.82785034,-26.22611618,expanded,
1753,moistness,2,6.50041,4214,0.2153,0.4404725022,-58.0994072,-20.30370712,news,
1754,preventable,1,6.3309,24248,7.5166,0.44095713439999995,-36.27926254,-1.3448417190000002,news,
1755,trains,0,6.560689999999999,57258,5.7173,0.44165585189999995,59.36309814,23.07060432,expanded,
